"filename", "language", "SCSS", "JSON", "Markdown", "JavaScript", "XML", "CSS", "HTML", "comment", "blank", "total"
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/parade/register/register.js", "JavaScript", 0, 0, 0, 11, 0, 0, 0, 0, 4, 15
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/parade/register/register.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/press/press.js", "JavaScript", 0, 0, 0, 27, 0, 0, 0, 0, 7, 34
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/press/press.scss", "SCSS", 14, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/secondary-event/secondary-event.js", "JavaScript", 0, 0, 0, 13, 0, 0, 0, 0, 7, 20
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/secondary-event/secondary-event.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/sponsor-us/sponsor-us.js", "JavaScript", 0, 0, 0, 10, 0, 0, 0, 0, 3, 13
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/sponsor-us/sponsor-us.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/sponsors/sponsors.js", "JavaScript", 0, 0, 0, 29, 0, 0, 0, 0, 4, 33
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/sponsors/sponsors.scss", "SCSS", 18, 0, 0, 0, 0, 0, 0, 0, 4, 22
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/story/story.js", "JavaScript", 0, 0, 0, 9, 0, 0, 0, 0, 4, 13
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/story/story.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/troll/troll.js", "JavaScript", 0, 0, 0, 9, 0, 0, 0, 0, 4, 13
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/troll/troll.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/volunteer/volunteer.js", "JavaScript", 0, 0, 0, 91, 0, 0, 0, 0, 6, 97
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/volunteer/volunteer.scss", "SCSS", 67, 0, 0, 0, 0, 0, 0, 0, 18, 85
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/workshops/large-luminary-workshop/large-luminary-workshop.js", "JavaScript", 0, 0, 0, 12, 0, 0, 0, 0, 3, 15
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/workshops/luminary-lantern-workshops/luminary-lantern-workshops.js", "JavaScript", 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/workshops/teach-a-workshop/teach-a-workshop.js", "JavaScript", 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/workshops/workshops.js", "JavaScript", 0, 0, 0, 58, 0, 0, 0, 0, 6, 64
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/pages/workshops/workshops.scss", "SCSS", 38, 0, 0, 0, 0, 0, 0, 0, 9, 47
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/reportWebVitals.js", "JavaScript", 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/setupTests.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 4, 1, 6
"/Volumes/Workspace/Web Dev/FremontArtsCouncil/src/templates/page.js", "JavaScript", 0, 0, 0, 11, 0, 0, 0, 0, 4, 15
"Total", "-", 1851, 34448, 38, 2712, 63, 0, 19, 151, 906, 40188
